ksize,threads,time
100,1,0.030071
100,1,0.031459
100,1,0.028458
100,1,0.029525
100,1,0.029445
100,2,0.041953
100,2,0.045842
100,2,0.050710
100,2,0.040495
100,2,0.044134
100,4,0.026062
100,4,0.024245
100,4,0.027737
100,4,0.284946
100,4,0.025624
100,6,0.022085
100,6,0.017603
100,6,0.018514
100,6,0.018141
100,6,0.019598
100,8,0.016202
100,8,0.060356
100,8,0.020813
100,8,0.020141
100,8,0.020192
100,10,0.013812
100,10,0.012762
100,10,0.015615
100,10,0.063404
100,10,0.015347
100,12,0.011645
100,12,0.014340
100,12,0.010905
100,12,0.015964
100,12,0.021135
500,1,0.620433
500,1,0.842999
500,1,0.621775
500,1,0.622043
500,1,0.620157
500,2,0.353133
500,2,0.350661
500,2,0.358130
500,2,0.351471
500,2,0.351170
500,4,0.230623
500,4,0.200286
500,4,0.198059
500,4,0.199874
500,4,0.199607
500,6,0.148153
500,6,0.149724
500,6,0.149040
500,6,0.302836
500,6,0.148033
500,8,0.127268
500,8,0.131383
500,8,0.127365
500,8,0.123830
500,8,0.126494
500,10,0.151468
500,10,0.109804
500,10,0.112950
500,10,0.110758
500,10,0.109885
500,12,0.100886
500,12,0.099630
500,12,0.099661
500,12,0.100401
500,12,0.099350
1000,1,2.470626
1000,1,2.469496
1000,1,2.471355
1000,1,2.469422
1000,1,2.471739
1000,2,1.278187
1000,2,1.277132
1000,2,1.279937
1000,2,1.278570
1000,2,1.278054
1000,4,0.665433
1000,4,0.665047
1000,4,0.666829
1000,4,0.665182
1000,4,0.668652
1000,6,0.461971
1000,6,0.460861
1000,6,0.461631
1000,6,0.462770
1000,6,0.471014
1000,8,0.360427
1000,8,0.360354
1000,8,0.359920
1000,8,0.361504
1000,8,0.361646
1000,10,0.296767
1000,10,0.300292
1000,10,0.298834
1000,10,0.299859
1000,10,0.299772
1000,12,0.260901
1000,12,0.258963
1000,12,0.257769
1000,12,0.260500
1000,12,0.261132
5000,1,61.777324
5000,1,61.929255
5000,1,61.913869
5000,1,61.935696
5000,1,61.870542
5000,2,31.044668
5000,2,31.038471
5000,2,31.033701
5000,2,31.035566
5000,2,31.046717
5000,4,15.650652
5000,4,15.643881
5000,4,15.646710
5000,4,15.637921
5000,4,15.640542
5000,6,10.514908
5000,6,10.513877
5000,6,10.506986
5000,6,10.511701
5000,6,10.507974
5000,8,7.947122
5000,8,7.949821
5000,8,7.946297
5000,8,7.944864
5000,8,7.944343
5000,10,6.407441
5000,10,6.412148
5000,10,6.411619
5000,10,6.406070
5000,10,6.406631
5000,12,5.394418
5000,12,5.381094
5000,12,5.377630
5000,12,5.399638
5000,12,5.379054
10000,1,247.236809
10000,1,247.254421
10000,1,247.262191
10000,1,247.273920
10000,1,247.316956
10000,2,123.992298
10000,2,124.034891
10000,2,124.029353
10000,2,124.020484
10000,2,124.015537
10000,4,62.404866
10000,4,62.389332
10000,4,62.394211
10000,4,62.390794
10000,4,62.385824
10000,6,41.897703
10000,6,41.919884
10000,6,41.923398
10000,6,41.878105
10000,6,41.881513
10000,8,31.620891
10000,8,31.597911
10000,8,31.620167
10000,8,31.596348
10000,8,31.595708
10000,10,25.448889
10000,10,25.423132
10000,10,25.439843
10000,10,25.443758
10000,10,25.437740
10000,12,21.370783
10000,12,21.368254
10000,12,21.343138
10000,12,21.337108
10000,12,21.388393
